polo,0
RIBEIRAO PIRES,2
PEDERNEIRAS,2
ITABERA,3
ITAPEVI,4
BARUERI,4
OSASCO,4
ITAPECERICA DA SERRA,4
SERRANA,5
SALTO,5
ITAPETININGA,5
TREMEMBE,5
CAMPINAS,5
PIRACICABA,6
PITANGUEIRAS,6
CAIEIRAS,6
IBIUNA,6
ARARAQUARA,6
PRESIDENTE PRUDENTE,7
BOITUVA,7
TAUBATE,8
CAPAO BONITO,8
SAO JOSE DOS CAMPOS,8
FRANCA,9
SAO BERNARDO DO CAMPO,9
GUARULHOS,48
