polo,0
CAIEIRAS,1
ARARAQUARA,2
BARUERI,2
FRANCA,2
ITAPECERICA DA SERRA,2
ITAPEVI,2
PIRACICABA,2
SALTO,2
SAO BERNARDO DO CAMPO,2
SAO JOSE DOS CAMPOS,2
TREMEMBE,2
GUARULHOS,13
